curve_ID,originaltraitname,originaltraitunit,originaltraitvalue,standardisedtraitname,standardardisedtraitunit,standardisedtraitvalue,interactor1,habitat,common,ambienttemp,ambienttempunit,interactor2,stressor,stage,doi,citation,figuretable,mismatch
19,Juvenile Development Time,days,39,Juvenile Development Rate,1/days,0.0256,Tetranychus mcdanieli,terrestrial,spider mite,14.00515877,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
19,Juvenile Development Time,days,28.8,Juvenile Development Rate,1/days,0.0347,Tetranychus mcdanieli,terrestrial,spider mite,15.96977513,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
19,Juvenile Development Time,days,16.3,Juvenile Development Rate,1/days,0.0613,Tetranychus mcdanieli,terrestrial,spider mite,19.98293888,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
19,Juvenile Development Time,days,11.1,Juvenile Development Rate,1/days,0.0901,Tetranychus mcdanieli,terrestrial,spider mite,23.96978322,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
19,Juvenile Development Time,days,7.6,Juvenile Development Rate,1/days,0.1316,Tetranychus mcdanieli,terrestrial,spider mite,27.93261262,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
19,Juvenile Development Time,days,6.3,Juvenile Development Rate,1/days,0.1587,Tetranychus mcdanieli,terrestrial,spider mite,29.95447672,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
19,Juvenile Development Time,days,6.5,Juvenile Development Rate,1/days,0.1538,Tetranychus mcdanieli,terrestrial,spider mite,31.90587275,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
19,Juvenile Development Time,days,5.5,Juvenile Development Rate,1/days,0.1818,Tetranychus mcdanieli,terrestrial,spider mite,33.92264278,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
19,Juvenile Development Time,days,5.5,Juvenile Development Rate,1/days,0.1818,Tetranychus mcdanieli,terrestrial,spider mite,35.90072207,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
19,Juvenile Development Time,days,NA,Juvenile Development Rate,1/days,0,Tetranychus mcdanieli,terrestrial,spider mite,37.9360491,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 2,yes
16,Juvenile Development Time ,days,68.5,Juvenile Development Rate,1/days,0.0146,Stethorus punctillum,terrestrial,lady bug,14,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 3,yes
16,Juvenile Development Time ,days,48.9,Juvenile Development Rate,1/days,0.0204,Stethorus punctillum,terrestrial,lady bug,16,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 3,yes
16,Juvenile Development Time ,days,26.1,Juvenile Development Rate,1/days,0.0383,Stethorus punctillum,terrestrial,lady bug,20,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 3,yes
16,Juvenile Development Time ,days,17.1,Juvenile Development Rate,1/days,0.0585,Stethorus punctillum,terrestrial,lady bug,24,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 3,yes
16,Juvenile Development Time ,days,12.7,Juvenile Development Rate,1/days,0.0787,Stethorus punctillum,terrestrial,lady bug,28,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 3,yes
16,Juvenile Development Time ,days,11.5,Juvenile Development Rate,1/days,0.087,Stethorus punctillum,terrestrial,lady bug,30,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 3,yes
16,Juvenile Development Time ,days,11.8,Juvenile Development Rate,1/days,0.0847,Stethorus punctillum,terrestrial,lady bug,32,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 3,yes
16,Juvenile Development Time ,days,12.1,Juvenile Development Rate,1/days,0.0826,Stethorus punctillum,terrestrial,lady bug,34,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 3,yes
5,Longevity,days,12.3,Female Mortality Rate,1/days,0.081300813,Anthonomus grandis,terrestrial,boll weevil,35,celcius,NA,NA,adult,10.1111/j.1744-7917.2005.00057.x,"Greenberg, Shoil M., et al. ""Temperature dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",Table 6,yes
5,Longevity,days,0,Female Mortality Rate,1/days,1,Anthonomus grandis,terrestrial,boll weevil,40,celcius,NA,NA,adult,10.1111/j.1744-7917.2005.00057.x,"Greenberg, Shoil M., et al. ""Temperature dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",Table 6,yes
6,Longevity,days,14.9,Female Mortality Rate,1/days,0.067114094,Aphis gossypii,terrestrial,aphid,10,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,yes
6,Longevity,days,14.45,Female Mortality Rate,1/days,0.069204152,Aphis gossypii,terrestrial,aphid,15,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,yes
6,Longevity,days,14,Female Mortality Rate,1/days,0.071428571,Aphis gossypii,terrestrial,aphid,20,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,yes
6,Longevity,days,17,Female Mortality Rate,1/days,0.058823529,Aphis gossypii,terrestrial,aphid,25,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,yes
6,Longevity,days,8.56,Female Mortality Rate,1/days,0.11682243,Aphis gossypii,terrestrial,aphid,30,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,yes
7,Female Longevity,days,13.1,Female Mortality Rate,1/days,0.0763,Aphis nasturtii,terrestrial,aphid,10,celcius,NA,NA,adult, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 3,yes
7,Female Longevity,days,30.2,Female Mortality Rate,1/days,0.0331,Aphis nasturtii,terrestrial,aphid,15,celcius,NA,NA,adult, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 3,yes
7,Female Longevity,days,26.3,Female Mortality Rate,1/days,0.038,Aphis nasturtii,terrestrial,aphid,20,celcius,NA,NA,adult, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 3,yes
7,Female Longevity,days,16.6,Female Mortality Rate,1/days,0.0602,Aphis nasturtii,terrestrial,aphid,25,celcius,NA,NA,adult, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 3,yes
7,Female Longevity,days,14.6,Female Mortality Rate,1/days,0.0685,Aphis nasturtii,terrestrial,aphid,27,celcius,NA,NA,adult, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 3,yes
16,Juvenile Development Time ,days,NA,Juvenile Development Rate,1/days,0,Stethorus punctillum,terrestrial,lady bug,36,celcius,NA,NA,juvenile,10.1603/0046-225X-31.1.177,"Roy, Michèle, Jacques Brodeur, and Conrad Cloutier. ""Relationship between temperature and developmental rate of Stethorus punctillum (Coleoptera: Coccinellidae) and its prey Tetranychus mcdanieli (Acarina: Tetranychidae)."" Environmental Entomology 31.1 (2002): 177-187.",Table 3,yes
10,Juvenile Development Rate,1/days,0,Juvenile Development Rate,1/days,0,Helicoverpa armigera,terrestrial,boll worm,12.5,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0,Juvenile Development Rate,1/days,0,Helicoverpa armigera,terrestrial,boll worm,15,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0.017,Juvenile Development Rate,1/days,0.0174,Helicoverpa armigera,terrestrial,boll worm,17.5,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0.02,Juvenile Development Rate,1/days,0.02,Helicoverpa armigera,terrestrial,boll worm,20,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0.032,Juvenile Development Rate,1/days,0.0321,Helicoverpa armigera,terrestrial,boll worm,25,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0.036,Juvenile Development Rate,1/days,0.0362,Helicoverpa armigera,terrestrial,boll worm,27.5,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0.042,Juvenile Development Rate,1/days,0.0419,Helicoverpa armigera,terrestrial,boll worm,30,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0.048,Juvenile Development Rate,1/days,0.0479,Helicoverpa armigera,terrestrial,boll worm,32.5,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0.048,Juvenile Development Rate,1/days,0.0475,Helicoverpa armigera,terrestrial,boll worm,35,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0.04,Juvenile Development Rate,1/days,0.04,Helicoverpa armigera,terrestrial,boll worm,37.5,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Fig 2d,yes
10,Juvenile Development Rate,1/days,0,Juvenile Development Rate,1/days,0,Helicoverpa armigera,terrestrial,boll worm,40,celcius,NA,NA,juvenile,10.1093/ee/37.1.16,"Mironidis & Savopoulou-Soultani. ""Development, Survivorship, and Reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) Under Constant and Alternating Temperatures"". Environmental entomology 37.1 (2008): 16:28.",Table 1,yes
18,Development Time,days,46.3,Juvenile Development Rate,1/days,0.0216,Tetraneura nigriabdominalis,terrestrial,aphid,10,celcius,NA,NA,juvenile,https://doi.org/10.1093/jee/99.4.1209,"Kuo, M. H., Lu, W. N., Chu, M. C. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.",Table 1,yes
18,Development Time,days,28.2,Juvenile Development Rate,1/days,0.0355,Tetraneura nigriabdominalis,terrestrial,aphid,15,celcius,NA,NA,juvenile,https://doi.org/10.1093/jee/99.4.1209,"Kuo, M. H., Lu, W. N., Chu, M. C. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.",Table 1,yes
18,Development Time,days,16.4,Juvenile Development Rate,1/days,0.061,Tetraneura nigriabdominalis,terrestrial,aphid,20,celcius,NA,NA,juvenile,https://doi.org/10.1093/jee/99.4.1209,"Kuo, M. H., Lu, W. N., Chu, M. C. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.",Table 1,yes
18,Development Time,days,10.8,Juvenile Development Rate,1/days,0.0926,Tetraneura nigriabdominalis,terrestrial,aphid,25,celcius,NA,NA,juvenile,https://doi.org/10.1093/jee/99.4.1209,"Kuo, M. H., Lu, W. N., Chu, M. C. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.",Table 1,yes
18,Development Time,days,8.5,Juvenile Development Rate,1/days,0.1176,Tetraneura nigriabdominalis,terrestrial,aphid,30,celcius,NA,NA,juvenile,https://doi.org/10.1093/jee/99.4.1209,"Kuo, M. H., Lu, W. N., Chu, M. C. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.",Table 1,yes
18,Development Time,days,10.2,Juvenile Development Rate,1/days,0.098,Tetraneura nigriabdominalis,terrestrial,aphid,35,celcius,NA,NA,juvenile,https://doi.org/10.1093/jee/99.4.1209,"Kuo, M. H., Lu, W. N., Chu, M. C. 2006. Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants. Journal of Economic Entomology 99, 1209-1213.",Table 1,yes
5,Juvenile Development Time,days,NA,Juvenile Development Rate,1/days,0,Anthonomus grandis,terrestrial,boll weevil,12,celcius,NA,NA,juvenile,10.1111/j.1744-7917.2005.00057.x,"Greenberg, Shoil M., et al. ""Temperature dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",Table 2,yes
5,Offspring per reproduction day,NA,4.5,Fecundity Rate,lifetime fecundity/longevity,NA,Aphis gossypii,terrestrial,aphid,27.5,celcius,NA,NA,adult,10.1007/s10340-005-0082-9,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",Table 1,yes
5,Offspring per reproduction day,NA,4.2,Fecundity Rate,lifetime fecundity/longevity,NA,Aphis gossypii,terrestrial,aphid,30,celcius,NA,NA,adult,10.1007/s10340-005-0082-9,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",Table 1,yes
5,Offspring per reproduction day,NA,2.4,Fecundity Rate,lifetime fecundity/longevity,NA,Aphis gossypii,terrestrial,aphid,32.5,celcius,NA,NA,adult,10.1007/s10340-005-0082-9,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",Table 1,yes
5,Offspring per reproduction day,NA,0,Fecundity Rate,lifetime fecundity/longevity,NA,Aphis gossypii,terrestrial,aphid,35,celcius,NA,NA,adult,10.1007/s10340-005-0082-9,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",Table 1,yes
5,Fecundity,no. of progeny,5.42,Fecundity Rate,NA,NA,Aphis gossypii,terrestrial,aphid,10,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,no
5,Fecundity,no. of progeny,23.29,Fecundity Rate,NA,NA,Aphis gossypii,terrestrial,aphid,15,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,no
5,Fecundity,no. of progeny,35.98,Fecundity Rate,NA,NA,Aphis gossypii,terrestrial,aphid,20,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,no
5,Fecundity,no. of progeny,57.07,Fecundity Rate,NA,NA,Aphis gossypii,terrestrial,aphid,25,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,no
5,Fecundity,no. of progeny,7.76,Fecundity Rate,NA,NA,Aphis gossypii,terrestrial,aphid,30,celcius,NA,NA,adult,https://doi.org/10.1111/j.1439-0418.2006.01088.x,"Zamani, A. A., Talebi, A. A., Fathipour, Y. & Baniameri, V. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. Journal of Applied Entomology 130, 453-460.",Table 2,no
6,Fecundity,no. of progeny,2.8,Fecundity Rate,no. of progeny/longevity,0.2137,Aphis nasturtii,terrestrial,aphid,10,celcius,NA,NA,adult, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 3,yes
6,Fecundity,no. of progeny,55,Fecundity Rate,no. of progeny/longevity,1.8212,Aphis nasturtii,terrestrial,aphid,15,celcius,NA,NA,adult, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 3,yes
6,Fecundity,no. of progeny,47.6,Fecundity Rate,no. of progeny/longevity,1.8099,Aphis nasturtii,terrestrial,aphid,20,celcius,NA,NA,adult, https://doi.org/10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90(1): 62-68",Table 3,yes
5,Juvenile Development Time,days,47.2,Juvenile Development Rate,1/days,0.021186441,Anthonomus grandis,terrestrial,boll weevil,15,celcius,NA,NA,juvenile,10.1111/j.1744-7917.2005.00057.x,"Greenberg, Shoil M., et al. ""Temperature dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",Table 2,yes
5,Juvenile Development Time,days,27.6,Juvenile Development Rate,1/days,0.036231884,Anthonomus grandis,terrestrial,boll weevil,20,celcius,NA,NA,juvenile,10.1111/j.1744-7917.2005.00057.x,"Greenberg, Shoil M., et al. ""Temperature dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",Table 2,yes
5,Juvenile Development Time,days,16,Juvenile Development Rate,1/days,0.0625,Anthonomus grandis,terrestrial,boll weevil,25,celcius,NA,NA,juvenile,10.1111/j.1744-7917.2005.00057.x,"Greenberg, Shoil M., et al. ""Temperature dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",Table 2,yes
5,Juvenile Development Time,days,13.1,Juvenile Development Rate,1/days,0.076335878,Anthonomus grandis,terrestrial,boll weevil,30,celcius,NA,NA,juvenile,10.1111/j.1744-7917.2005.00057.x,"Greenberg, Shoil M., et al. ""Temperature dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",Table 2,yes
5,Juvenile Development Time,days,11.9,Juvenile Development Rate,1/days,0.084033613,Anthonomus grandis,terrestrial,boll weevil,35,celcius,NA,NA,juvenile,10.1111/j.1744-7917.2005.00057.x,"Greenberg, Shoil M., et al. ""Temperature dependent development and reproduction of the boll weevil (Coleoptera: Curculionidae)."" Insect Science 12.6 (2005): 449-459.",Table 2,yes
